train_loss,train_zero_shot_top_1,train_zero_shot_top_2,validation_loss,validation_zero_shot_top_1,validation_zero_shot_top_2
3.4430985262199316,0.0,0.0,7.154979185624557,0.2585796908935774,0.5199033315234254
3.288769399937319,0.0,0.0,7.43737758289684,0.28240805829196397,0.4730337854871238
3.15840503877523,0.0,0.0,7.065133918415416,0.2781036689419795,0.44995685308718586
3.026883749329313,0.0,0.0,8.021654735911978,0.2832958423828731,0.4615822797083463
3.0065542286147875,0.0,0.0,8.680569908835672,0.2810809271253491,0.6062298809339125
2.996867027513835,0.0,0.0,8.836897503245961,0.282142632058641,0.5516805480142724
3.004645584797372,0.0,0.0,9.174058307300914,0.28015193530871857,0.5793345679491158
2.992198120270457,0.0,0.0,9.333716652610086,0.2817444927086565,0.5551941126279863
2.991444180206376,0.0,0.0,9.541534857316451,0.28134635335867203,0.542273672626435
2.987710097614599,0.0,0.0,9.72562313079834,0.28152391017685385,0.5578089852233943
2.983032053222463,0.0,0.0,9.93285135789351,0.281877205825318,0.5230096668476574
2.9992873717327515,0.0,0.0,10.019072359258478,0.283204336991933,0.5402738859370152
2.9814932218198043,0.0,0.0,10.029504082419656,0.2817444927086566,0.5285569539249148
2.9811060796776894,0.0,0.0,10.141328118064186,0.2822753451753025,0.518039893926466
2.98773328625426,0.0,0.0,10.163797725330697,0.282142632058641,0.5244713291188334
2.98669429822844,0.0,0.0,10.191807400096545,0.2809930577102079,0.5335321808098045
2.984059251084621,0.0,0.0,10.161796309731223,0.28192204952683836,0.5290520526295377
2.983170672338835,0.0,0.0,10.220876346934928,0.28245290199348433,0.5266541265901334
2.9776351062355766,0.0,0.0,10.237884174693715,0.28218747576016134,0.5230975362627986
2.9830662465217164,0.0,0.0,10.355679512023926,0.27909023037542663,0.5261269100992864
