train_loss,train_zero_shot_top_1,train_zero_shot_top_2,validation_loss,validation_zero_shot_top_1,validation_zero_shot_top_2,train_variance,validation_variance
4.9735702251901435,0.0,0.0,7.921330842104826,0.28147906647533355,0.4801342402264971,44.101253509521484,18.765758514404297
7.889383403622375,0.0,0.0,9.494609485973012,0.2180088669329817,0.4983795667856035,313.3775939941406,25.732410430908203
3.107907172368496,0.0,0.0,9.842238772999158,0.21361842615575555,0.24353402303754268,12.699725151062012,183.6555938720703
3.077891658155286,0.0,0.0,9.809650594537908,0.2085607838194229,0.2478402303754266,6.422939300537109,174.19110107421875
3.065880446409691,0.0,0.0,9.506213795055043,0.20895528719360842,0.2556024327102079,5.989345073699951,151.82781982421875
3.0838330655681836,0.0,0.0,8.997958096590908,0.21676596920570898,0.2699827169950356,2.9723763465881348,74.49984741210938
3.0428667783128978,0.0,0.0,9.678407755765049,0.20793478998603784,0.28573861212379775,8.360414505004883,133.65196228027344
3.0398008227348328,0.0,0.0,9.840011249889027,0.19404596843003413,0.30141209180111694,4.037014007568359,160.03956604003906
3.022971875324122,0.0,0.0,9.880115509033203,0.1923079719981384,0.27916537387527146,6.735814571380615,189.70872497558594
3.018965490742073,0.0,0.0,9.808686343106357,0.20451636673906295,0.2904447767995656,3.739144802093506,156.4421844482422
3.015869813914202,0.0,0.0,9.893218734047629,0.20842625271486193,0.24539746063450202,3.8321032524108887,207.77853393554688
3.022912379430264,0.0,0.0,9.92716104334051,0.20553686394663354,0.24850197797083462,3.6084725856781006,187.42930603027344
3.012247952602909,0.0,0.0,9.892593817277389,0.20407156569965873,0.2509859554374806,3.8143436908721924,194.8049774169922
3.019689385380063,0.0,0.0,9.869586857882414,0.19834853979211914,0.25071871121625816,3.541811943054199,223.44822692871094
3.009822599851166,0.0,0.0,9.900533242659135,0.20540415082997207,0.24726089823146136,4.061542987823486,200.45506286621094
3.010951287037103,0.0,0.0,9.919889970259234,0.20367706232547317,0.24881588388147688,5.049701690673828,206.51910400390625
3.01189652442628,0.0,0.0,9.91250601681796,0.20562473336177473,0.24898980472385973,3.6484620571136475,200.66244506835938
3.014100006344367,0.0,0.0,9.917774373834783,0.2047405852466646,0.24765903758144586,3.4039196968078613,207.89752197265625
3.00925109625737,0.0,0.0,9.895376552234998,0.20287532966180577,0.25134106907384424,4.237300395965576,198.55909729003906
3.009550325460827,0.0,0.0,9.874485275962133,0.20092402264970524,0.24828139543903197,4.256842136383057,183.43031311035156
