train_accuracy,train_avg_precision,train_min_precision,train_avg_recall,train_min_recall,train_loss,validation_accuracy,validation_avg_precision,validation_min_precision,validation_avg_recall,validation_min_recall,validation_loss,train_variance,validation_variance
0.6574074029922485,0.6170482295482296,0.0,0.5901817790053084,0.0,1.0118777751922607,0.25,0.1388888888888889,0.0,0.24074074074074076,0.0,2.1225533485412598,64.71743774414062,84.08023071289062
0.7222222089767456,0.7115802253302254,0.0,0.6462179487179487,0.0,0.8015339374542236,0.5,0.45,0.0,0.4,0.0,1.4055047035217285,67.70817565917969,117.6594009399414
0.8703703880310059,0.886879786879787,0.7333333333333333,0.839678292721771,0.42857142857142855,0.39051225781440735,0.625,0.29166666666666663,0.0,0.4,0.0,1.234134554862976,68.09847259521484,165.79347229003906
0.7962962985038757,0.8558578518255936,0.6153846153846154,0.8033595352016403,0.42857142857142855,0.4924832880496979,0.5625,0.5962962962962963,0.0,0.6203703703703703,0.0,2.0148983001708984,79.7635726928711,244.580810546875
0.9259259104728699,0.9386075036075036,0.8,0.9346969696969697,0.8,0.2649580240249634,0.6875,0.6666666666666666,0.0,0.625,0.0,1.0840075016021729,36.055240631103516,249.17864990234375
0.944444477558136,0.9628851540616247,0.7619047619047619,0.9613970588235294,0.85,0.1523156762123108,0.4375,0.35000000000000003,0.0,0.35000000000000003,0.0,1.6706279516220093,27.0550537109375,289.3548278808594
0.9907407760620117,0.98989898989899,0.9090909090909091,0.9920634920634921,0.9285714285714286,0.0604182668030262,0.625,0.4722222222222222,0.0,0.537037037037037,0.0,1.2256015539169312,14.571897506713867,344.84014892578125
1.0,1.0,1.0,1.0,1.0,0.0615750327706337,0.4375,0.4,0.0,0.475,0.0,1.61689293384552,11.634981155395508,356.79681396484375
1.0,1.0,1.0,1.0,1.0,0.0314776636660099,0.75,0.7,0.0,0.6666666666666667,0.0,0.8477033376693726,6.998884677886963,393.8396911621094
0.9907407760620117,0.9876543209876545,0.8888888888888888,0.9953703703703705,0.9583333333333334,0.04764091223478317,0.625,0.4166666666666667,0.0,0.3518518518518518,0.0,1.4127026796340942,5.869524002075195,422.80615234375
0.9907407760620117,0.9949999999999999,0.95,0.9952380952380953,0.9523809523809523,0.07331900298595428,0.6875,0.6259259259259259,0.0,0.6851851851851851,0.0,0.9399737119674683,4.316088676452637,408.3916931152344
1.0,1.0,1.0,1.0,1.0,0.026653314009308815,0.6875,0.75,0.0,0.6979166666666666,0.0,0.9040528535842896,3.430737018585205,442.6873779296875
1.0,1.0,1.0,1.0,1.0,0.022977324202656746,0.5625,0.5233333333333333,0.0,0.45,0.0,1.540589451789856,2.984016180038452,441.688720703125
1.0,1.0,1.0,1.0,1.0,0.023913145065307617,0.75,0.6,0.0,0.5499999999999999,0.0,0.6830869913101196,2.7459604740142822,439.1025390625
1.0,1.0,1.0,1.0,1.0,0.02319534309208393,0.6875,0.5333333333333333,0.0,0.537037037037037,0.0,1.6765989065170288,2.5875115394592285,450.34991455078125
