train_loss,train_accuracy,train_avg_precision,train_min_precision,train_avg_recall,train_min_recall,validation_loss,validation_accuracy,validation_avg_precision,validation_min_precision,validation_avg_recall,validation_min_recall,train_variance,validation_variance
0.5574831654105269,0.8102290337545823,0.6722294414098553,0.045233299838562994,0.7038633668856047,0.11880796905320784,0.8552232995629312,0.6749023437499998,0.7011481764054723,0.27024914938889594,0.6763847596795065,0.2307148896396661,2.320183753967285,4.765932559967041
0.5017823242304618,0.8417815147784712,0.6755409098645627,0.06467982052347376,0.7652459853844585,0.16538650843047506,0.675161924213171,0.7603515624999998,0.7495683957020245,0.38123860338808335,0.7576563563732377,0.21402941534469716,2.22333025932312,4.379053592681885
0.4073864263400696,0.8660295678858168,0.6828418248752567,0.08301523038365141,0.7852119739120605,0.1724652027283606,0.6286338277161121,0.776171875,0.7599323070478681,0.4455303964798009,0.7727734432165456,0.19019791510266504,2.3153860569000244,5.592048645019531
0.36050437939794433,0.8810614221974422,0.7282740315627,0.1337410345374334,0.8183029323621164,0.23343442177559676,0.5823928698897363,0.80234375,0.7944757286802979,0.5491769382301978,0.8010237966749532,0.3178337228890202,2.2539169788360596,4.9052276611328125
0.3299564081325866,0.8899349664386951,0.7332832788097308,0.13281368900563945,0.832251712799401,0.303048432433768,0.5794286124408244,0.8013671874999999,0.7954287408854646,0.5135539521593618,0.8004574401542955,0.32682020586243593,2.49113130569458,6.2203145027160645
0.30428208907445276,0.895417422579046,0.7645404594919711,0.20386626044520778,0.8500328118621224,0.37988443881353556,0.5732999935746194,0.8048828124999998,0.8042412366868312,0.4909165788948115,0.8066354497971965,0.38523078868714955,2.7797257900238037,6.968252182006836
0.2757148954429125,0.906547754480128,0.7770936741953591,0.16693817878028408,0.8494508907448082,0.3619131043091962,0.5932836338877676,0.80322265625,0.8016386504837214,0.531702865067405,0.8022558263012558,0.3659952213725536,2.7144205570220947,7.5422258377075195
0.28208234697057494,0.9033551686688476,0.7758191360599023,0.1907115301852144,0.872270392715922,0.4598104050821441,0.5609728194773196,0.8166015625,0.8142049254756358,0.5123690711462451,0.8152496516877767,0.5019221954885769,3.3278286457061768,8.7313232421875
0.27410288599499494,0.9045721794429582,0.7606099269919194,0.16030709057024847,0.8639368331465556,0.40924658302717687,0.5265703197568656,0.8263671875000002,0.8217411708899397,0.5626095173064398,0.8257721700727495,0.48590634740463956,3.5134217739105225,9.944465637207031
0.25427176345858654,0.9101798816731105,0.7819178514589253,0.23831928305612513,0.884976566015657,0.484032063072948,0.5685490489006043,0.82080078125,0.8161198675716025,0.5414883490106002,0.8157503329655132,0.42571132377216675,4.000283718109131,11.672236442565918
0.24895807682422164,0.911973495232432,0.7754320251086148,0.20110313662945242,0.8785246241848772,0.4538156208420968,0.5503012262284755,0.8215820312500001,0.815126887143873,0.5402993377793774,0.8197958498564571,0.425983203100124,3.980062961578369,13.532011985778809
0.2551443218662027,0.9121909026514022,0.7907182254331561,0.24671843750791123,0.9027562745945792,0.5812155894023658,0.5592836810275913,0.8279296875,0.8285827875684632,0.5723703407113331,0.828331319587338,0.502202295328209,4.609454154968262,13.801519393920898
0.2173680621281005,0.9263247690702745,0.810791598177112,0.3058932052353106,0.9018505664228068,0.5445128981336526,0.5578472157940266,0.8311523437499998,0.8296476658215443,0.6054802337532137,0.8308711061081254,0.40100455200018204,4.139235496520996,16.37141227722168
0.20492578964484365,0.9301624883685201,0.8243704639259825,0.362018050175945,0.9064134346853577,0.5804878468876636,0.5954971939325332,0.8243164062500002,0.8238856949943212,0.593519084541893,0.8261016456107203,0.3785065268597031,3.9599013328552246,18.04696273803711
0.21673998445795295,0.9244626248091988,0.8132850904898432,0.279473645263119,0.9027680864795664,0.514673086365736,0.5698303230106831,0.82900390625,0.8253590966694354,0.5740023964113106,0.8276144227998553,0.40337866909017783,4.420240879058838,17.033607482910156
