epoch,train_loss,train_accuracy,validation_loss,validation_accuracy
1,4.853297987762763,0.30517530684568445,1.6531637072563172,0.41784237176179884
2,1.5672010998336636,0.44915326639097564,1.5003357172012328,0.47594784051179884
3,1.3297115673824234,0.5331433354591837,1.2573155999183654,0.5579848349094391
4,1.2103704433051907,0.5782303433029019,1.1269800186157226,0.6019358903169632
5,1.0568233564191936,0.6325287368832803,1.059354728460312,0.6280905336141587
6,0.9460163353657236,0.670544445514679,0.9861844688653946,0.6619025737047195
7,0.8772184033783115,0.6966648825577327,0.9652422130107879,0.6670036762952805
8,0.8516640535422734,0.7048285275089498,0.9165884017944336,0.6862821698188781
9,0.8272879482532034,0.7125755438999254,0.9872904270887375,0.6695369958877564
10,0.7795163697125961,0.7297797470676656,0.8715849220752716,0.7008616715669632
11,0.7266090305484071,0.749366990157536,0.8819297134876252,0.7036707252264023
12,0.7056466468742916,0.7556154715771578,0.8466118991374969,0.7106158077716828
13,0.6613502319978208,0.7698861914021629,0.8743845760822296,0.7083409935235977
14,0.6298043405523106,0.7808229321119736,0.8656259119510651,0.7119312971830368
15,0.5970569888547975,0.794108547726456,0.8468686461448669,0.7193589150905609
16,0.5763544498049483,0.8009198101199403,0.8558426082134247,0.712620633840561
17,0.5449131614699656,0.811792964837989,0.8394861906766892,0.7215533077716827
18,0.5024107427013164,0.8268921965238999,0.852921438217163,0.7193474262952805
19,0.48836679330893923,0.8307861089706421,0.9084837675094605,0.7104032635688782
20,0.44189804579530445,0.8499424883297512,0.9205566734075546,0.7068014711141586
21,0.41058364905873124,0.8591121161470607,0.8567333221435547,0.7315716922283173
22,0.3778914003347864,0.87072647165279,0.9130689054727554,0.7225413590669632
23,0.36101552327068487,0.8761957908163265,1.0031491458415984,0.7076286762952805
24,0.35873478073246623,0.8748927584716252,0.8958630472421646,0.7267865359783172
