train_loss,train_accuracy,train_avg_precision,train_min_precision,train_avg_recall,train_min_recall,validation_loss,validation_accuracy,validation_avg_precision,validation_min_precision,validation_avg_recall,validation_min_recall
2.2378094781909073,0.3472639709188229,0.27334907727428864,0.0,0.33348769592740324,0.0,2.2621653735637666,0.318359375,0.26261576341590986,0.0,0.32010139126695486,0.0
2.0921970961386704,0.6316167576271189,0.3327867969440099,0.0,0.38725199280859574,0.0,2.161372095346451,0.36982421875000004,0.2892392305270035,0.0,0.37157690511121266,0.0
1.5983717169677998,0.6318058078749136,0.4606333511736368,0.0,0.4801572996948243,0.0,1.7535346925258635,0.45654296875000006,0.4381908737205713,0.0,0.4574093378004292,0.0
1.060833163428725,0.6435410997323823,0.51454413522504,0.009004897060483762,0.5759161915583397,0.010767880873740244,1.251790136098862,0.5791015625000001,0.5597495680455907,0.11925877679970008,0.5760577609583475,0.03329306538827845
0.8128269042885091,0.6694740621667159,0.5542300107665176,0.0021443841464263446,0.5567612611501352,0.004305943210886107,1.1292079269886015,0.5465820312499998,0.5309798948045147,0.0,0.5451979316690717,0.0
0.6546992920992667,0.7881456059322023,0.6283513211533879,0.015105274375196303,0.6821972279823045,0.039038487692098466,0.9831950172781946,0.6632812499999999,0.6183669179676472,0.0,0.6642460633359532,0.0
0.5702860815483228,0.8106567608682729,0.6526716223279029,0.03696751591488433,0.6671682638772737,0.0994426406926407,0.9062648102641107,0.6465820312499997,0.6728046782261411,0.2648792949999104,0.6471851566394373,0.24668648728047393
0.7001834584955584,0.7388082272128057,0.6016198730726581,0.014100890111923595,0.6336435041537108,0.0341933847822331,0.8885665521025659,0.6483398437500001,0.6749607658200791,0.21750828146958553,0.6467143475497226,0.12113314795926822
0.5592295815024462,0.7818124241996229,0.6845329001606233,0.024923624839281972,0.6914306120549919,0.1224895970868551,0.8305257618427275,0.675390625,0.6914603699985954,0.25485914539006466,0.6766965099253007,0.258713420927445
0.48166019195004506,0.8373104773069676,0.6840856338052327,0.028238654477044565,0.7062574175896591,0.10273023650216631,0.8170349940657614,0.69599609375,0.6926630693384224,0.3252936714950846,0.69422848970211,0.22178534115726756
