train_loss,train_zero_shot_top_1,train_zero_shot_top_2,validation_loss,validation_zero_shot_top_1,validation_zero_shot_top_2
6.067737374986923,0.0,0.0,6.198962168260054,0.28147906647533355,0.4801342402264971
4.623590053344258,0.0,0.0,6.768007321791216,0.5593621528855104,0.7688070848200435
3.6804131378932863,0.0,0.0,9.013882116837937,0.5378759598976108,0.6356073533974558
3.3529785883669954,0.0,0.0,11.46702887795188,0.5427166556779398,0.6417806343080981
3.254296188451806,0.0,0.0,12.060686978426846,0.5331770671734409,0.6846596969050573
3.2195910210816225,0.0,0.0,12.59954027696089,0.5424960731461371,0.6928685182671424
3.172390435423169,0.0,0.0,11.902278986844149,0.5434771806158859,0.7373419562519392
3.1380629125906494,0.0,0.0,11.035479372197932,0.5390794678870617,0.7180294707958422
3.115820337314995,0.0,0.0,11.701645070856268,0.5324668399007135,0.734536800923053
3.107254660859399,0.0,0.0,11.561602765863592,0.5369003063915607,0.7318358769004034
3.0820049888321326,0.0,0.0,11.662886186079547,0.5369039423673596,0.7375607207958423
3.0787848915372575,0.0,0.0,11.630985520102762,0.5368536447021408,0.7438594428715483
3.072936588556183,0.0,0.0,11.763955029574307,0.536148871393112,0.7438182351458269
3.0716293175153586,0.0,0.0,11.80677622014826,0.53694878606888,0.7435976526140242
3.0769211406610455,0.0,0.0,11.76915680278431,0.5359264708734098,0.7434649394973627
3.0748929503012685,0.0,0.0,11.830758181485262,0.5390328061976419,0.7425771554064536
3.071590846594499,0.0,0.0,11.76953515139493,0.5399151363248527,0.7459452809882098
3.069244704684432,0.0,0.0,11.809120871803978,0.5383207609370152,0.7441285050806702
3.0639046935592686,0.0,0.0,11.876199375499379,0.536148871393112,0.7421378083307477
3.0743107902152196,0.0,0.0,11.675962621515447,0.5354010723704623,0.7273127230065157
