epoch,train_loss,train_accuracy,validation_loss,validation_accuracy
1,1.9947386834086205,0.3350359116281782,1.4511763215065003,0.46731387823820114
2,1.2055527598273998,0.5681733635007119,1.030344933271408,0.6379423260688781
3,0.8079119391587316,0.7129684461622822,0.7078124016523362,0.7561063885688781
4,0.6002814191944745,0.7917103226087532,0.6004167675971985,0.7922334551811219
5,0.4648387952118504,0.8379371281789274,0.5796130374073982,0.7991268396377563
6,0.3657021175841896,0.8736106053907045,0.5587894737720489,0.8077550560235978
7,0.2613684466602851,0.909612450064445,0.5304019913077355,0.8241555601358413
8,0.1841028071179682,0.9396922831632653,0.5622785374522209,0.8303193926811219
9,0.1083674671090379,0.9651332071849278,0.5685043618083,0.8321633726358414
10,0.06395567238939051,0.9817622924337581,0.4911161780357361,0.8565889239311218
11,0.02721585656459234,0.9948457619365381,0.5060875520110131,0.8625517010688781
12,0.010410523008821266,0.9990234375,0.48852655440568926,0.8721852034330368
13,0.0027216035440298064,0.9999202806122449,0.4892991453409195,0.8773609846830368
14,0.0011366934020176757,1.0,0.4957393273711205,0.8770220577716827
15,0.0007976342018750706,1.0,0.49779910743236544,0.8771886497735977
16,0.0006437933503659632,1.0,0.5008708879351615,0.8798138797283173
17,0.0005394927539615606,1.0,0.5133320555090904,0.8784926474094391
18,0.00047161233936892635,1.0,0.5110065549612045,0.87958984375
19,0.00041560354263626265,1.0,0.513622896373272,0.88017578125
20,0.000371404600089739,1.0,0.515991261601448,0.8786075383424758
21,0.0003374878481049471,1.0,0.5182578593492508,0.8800264239311218
22,0.00030548625705260023,1.0,0.5216978311538696,0.8785615801811218
23,0.00027800742352656943,1.0,0.5289180979132653,0.8794519752264023
24,0.0002570279139778292,1.0,0.5258707448840141,0.8802504599094391
