epoch,train_loss,train_accuracy,validation_loss,validation_accuracy
1,2.818801692553929,0.327455926610499,1.5260887324810029,0.44112477004528045
2,1.3816156594120725,0.5038967594808462,1.2701649010181426,0.5474264711141587
3,1.101952361209052,0.6111032026154655,1.084302842617035,0.6134363502264023
4,0.9485217156458874,0.6659852558252762,0.9349958002567291,0.6771943926811218
5,0.833766616728841,0.709590812118686,0.8375467360019684,0.7067095577716828
6,0.7416323119280289,0.7445392219387755,0.7786018639802933,0.7284983903169632
7,0.6674731981997587,0.7690168704305377,0.739707750082016,0.7441061586141586
8,0.629004954379432,0.7814445532098109,0.7456971675157547,0.7497127771377563
9,0.5780595668724605,0.8007385432720184,0.812037068605423,0.7279124528169632
10,0.5390014459892195,0.8122285744365381,0.6757406175136567,0.771754366159439
11,0.4810546329435037,0.8348090910181707,0.6961558610200882,0.7666187971830368
12,0.41673420521677756,0.856524083079124,0.695311313867569,0.7665326297283173
13,0.38548837054748925,0.8663096379260627,0.6866376280784607,0.7772403508424759
14,0.3187008129090679,0.8920105987665604,0.707632315158844,0.7741727948188781
15,0.2644267875929268,0.9130394349292833,0.6826120495796204,0.7827493101358414
16,0.24517036928814284,0.9183407742149976,0.6911305755376815,0.7866555601358414
17,0.21489832078923984,0.9286065430057292,0.7786709487438201,0.7793715536594391
18,0.16838392987847328,0.9463820688578547,0.7589148998260498,0.7773782163858414
19,0.141000791547858,0.9571346956856397,0.7056816965341568,0.7934914976358414
20,0.09734207627420523,0.9741253646052613,0.6974927306175231,0.7977079510688782
21,0.06522619188288037,0.9864742774136213,0.7236239850521088,0.7967313885688782
22,0.0482815329973795,0.9920660233011052,0.7343576133251191,0.80478515625
23,0.03011546996707211,0.9970494338444301,0.7182138502597809,0.8117647051811219
24,0.016623703268717746,0.9995311741926232,0.7230204820632935,0.8112189799547196
