train_accuracy,train_avg_precision,train_min_precision,train_avg_recall,train_min_recall,train_loss,validation_accuracy,validation_avg_precision,validation_min_precision,validation_avg_recall,validation_min_recall,validation_loss,train_variance,validation_variance
0.5833333134651184,0.5771320346320347,0.125,0.6393679441473559,0.3333333333333333,1.1729581356048584,0.5,0.4708333333333333,0.0,0.4375,0.0,1.3127179145812988,61.215789794921875,76.61503601074219
0.6574074029922485,0.6249450549450549,0.0,0.6201902427637721,0.0,0.9909499287605286,0.5,0.537037037037037,0.0,0.5092592592592593,0.0,1.6450910568237305,76.31993865966797,115.51630401611328
0.8055555820465088,0.8075396825396823,0.4166666666666667,0.8322510822510821,0.6666666666666666,0.6117985844612122,0.625,0.5925925925925926,0.0,0.611111111111111,0.0,1.3832732439041138,78.47892761230469,167.60165405273438
0.8796296119689941,0.8657410236822003,0.6,0.8940468844880609,0.6666666666666666,0.46040746569633484,0.6875,0.537037037037037,0.0,0.6851851851851851,0.0,1.3010562658309937,52.95401382446289,202.94308471679688
0.9722222089767456,0.9734765234765235,0.8571428571428571,0.9717719780219781,0.8571428571428571,0.22117939591407776,0.625,0.65,0.0,0.6833333333333333,0.0,1.1247663497924805,46.645545959472656,263.5746765136719
0.9537037014961243,0.9519036519036521,0.7777777777777778,0.9692813765182187,0.8947368421052632,0.1843888908624649,0.6875,0.5,0.0,0.5166666666666666,0.0,1.5527912378311157,26.07556915283203,295.2837219238281
0.9814814925193787,0.9833333333333333,0.8888888888888888,0.9853535353535353,0.9090909090909091,0.11364825814962387,0.5625,0.5833333333333333,0.0,0.4791666666666667,0.0,2.0724875926971436,25.002607345581055,330.7802734375
0.9907407760620117,0.98989898989899,0.9090909090909091,0.9944444444444442,0.95,0.057350993156433105,0.625,0.5296296296296296,0.0,0.6222222222222221,0.0,1.5259270668029785,12.490038871765137,379.8124694824219
0.9907407760620117,0.9947368421052633,0.9473684210526315,0.9954545454545456,0.9545454545454546,0.05263236537575722,0.5625,0.7037037037037036,0.0,0.5944444444444443,0.0,1.5963314771652222,9.843674659729004,394.07489013671875
1.0,1.0,1.0,1.0,1.0,0.041516099125146866,0.6875,0.6851851851851851,0.0,0.5925925925925926,0.0,0.9760701060295105,6.033388137817383,412.287109375
0.9814814925193787,0.9864035087719298,0.9166666666666666,0.9875,0.875,0.06865803152322769,0.5625,0.6666666666666667,0.0,0.49074074074074064,0.0,1.7818267345428467,5.049982070922852,431.8606872558594
1.0,1.0,1.0,1.0,1.0,0.026736095547676086,0.625,0.5729166666666666,0.0,0.59375,0.0,1.0052123069763184,4.3041863441467285,452.2344055175781
1.0,1.0,1.0,1.0,1.0,0.026979509741067886,0.6875,0.5,0.0,0.6018518518518519,0.0,1.0206751823425293,4.026138782501221,429.8790283203125
1.0,1.0,1.0,1.0,1.0,0.027137255296111107,0.625,0.6203703703703703,0.0,0.6851851851851851,0.0,1.303357481956482,3.411667585372925,456.2620849609375
1.0,1.0,1.0,1.0,1.0,0.023248957470059395,0.625,0.5125,0.0,0.4375,0.0,1.9093971252441406,3.531193494796753,445.7677001953125
