train_loss,train_accuracy,train_avg_precision,train_min_precision,train_avg_recall,train_min_recall,validation_loss,validation_accuracy,validation_avg_precision,validation_min_precision,validation_avg_recall,validation_min_recall,train_variance,validation_variance
0.350026010721922,0.8795312499999999,0.8383637399053309,0.30408333333333365,0.8578751388276996,0.3427576035076035,0.4670059769206745,0.8500199044585993,0.8499938611164725,0.5061227077946825,0.848230187285389,0.4236404077168409,51.75187683105469,71.11416625976562
0.22585064778104416,0.9164843749999994,0.8811276671784173,0.4265223665223669,0.8866485724849145,0.4443204156954158,0.4167935095585075,0.8601711783439495,0.8733859869806544,0.49040181021260065,0.8578784939856504,0.4797837689557435,44.82785415649414,60.019317626953125
0.1984163480997086,0.930703124999999,0.8919738208051935,0.4110634365634366,0.9075198000891626,0.49259971278721265,0.37444128153050793,0.8731090764331215,0.875165172760714,0.5175545261532524,0.8736427054898392,0.5449619029236865,32.905059814453125,90.18285369873047
0.17344683365896343,0.9416406249999996,0.9090627186947036,0.4702280636030636,0.9219546821878677,0.5306559274059274,0.36152980633222376,0.8798765923566885,0.877352463530807,0.5700214152443455,0.8790635203645696,0.530284418341743,29.733919143676758,99.968994140625
0.12672239121049644,0.9575781249999994,0.9314546921216037,0.5796317571317566,0.9457361597008659,0.653683802308802,0.33811186927898673,0.8858479299363062,0.8839384810165067,0.5645600153561937,0.884201124129468,0.5383295755907219,22.695951461791992,101.34777069091797
0.11048863028176133,0.9657812499999996,0.9470442761328173,0.6439269619269616,0.9549369610163277,0.6938162837979016,0.3480457921696317,0.8867436305732489,0.8927785554855616,0.5531795522241382,0.8887007984937924,0.5717959323054864,20.955358505249023,106.92990112304688
0.07989720029756424,0.9759374999999997,0.9625241489249299,0.7357045875950674,0.9694982865446106,0.7781160436785441,0.3377400445900146,0.8908240445859881,0.8946449345653167,0.5598030242934701,0.8901334179306578,0.569343819662291,16.44344139099121,114.67838287353516
0.06844203031156212,0.9807031249999999,0.9757692518900849,0.8262948162948164,0.9790055036483508,0.8421996663467252,0.3648135487678325,0.8862460191082812,0.8970766084194954,0.5442545600188913,0.8861362053453347,0.5467408387790553,14.931066513061523,134.32440185546875
0.06482275214511901,0.9824999999999995,0.9752182664603009,0.8069442620288213,0.9799548463683716,0.8464361402486404,0.3503337973242352,0.8890326433121024,0.8948287802666783,0.5540153759898981,0.8876548451548452,0.5360649258738431,14.052200317382812,141.27967834472656
0.06689042813144624,0.9822656249999998,0.9730349746975975,0.7882874070374072,0.9805037746476475,0.8484196359196363,0.3472352621092158,0.8916202229299376,0.8998102843723867,0.5813330158871559,0.8917016140264546,0.5776004957533619,12.167638778686523,106.27852630615234
