train_loss,train_zero_shot_top_1,train_zero_shot_top_2,validation_loss,validation_zero_shot_top_1,validation_zero_shot_top_2,train_variance,validation_variance
12.229216419920629,0.0,0.0,16.23468269001354,0.16533024356189888,0.4468093100372324,0.6861868500709534,34.314640045166016
12.179001730315543,0.0,0.0,16.293442899530586,0.1675863665451443,0.4488000067871548,0.9447072744369507,35.141117095947266
12.120841984846153,0.0,0.0,16.42997065457431,0.16559566979522183,0.4478710149705244,1.1158939599990845,38.28752899169922
12.045459883553644,0.0,0.0,16.594235853715375,0.16572838291188335,0.4488000067871548,2.2889325618743896,38.1475830078125
11.946396973668314,0.0,0.0,16.825429222800516,0.16506481732857586,0.4458803182206019,2.061011552810669,44.813777923583984
11.803236518587385,0.0,0.0,17.157905405217953,0.1665246616118523,0.4462784575705864,3.7667362689971924,50.514034271240234
11.58696030597297,0.0,0.0,17.601660121570937,0.16546295667856034,0.4457476051039404,17.01226234436035,63.23850631713867
11.231615144379285,0.0,0.0,18.342557213523172,0.16798450589512876,0.4494635723704623,26.284122467041016,95.52752685546875
10.699500628880088,0.0,0.0,19.51164592396129,0.16546295667856037,0.428524593740304,169.959716796875,166.63601684570312
12.58782734676283,0.0,0.0,19.39322939786044,0.1671882271951598,0.1916425884269314,3532.972412109375,263.3698425292969
10.39536276642157,0.0,0.0,19.17262666875666,0.1675863665451443,0.3782760141948496,909.1213989257812,285.8050842285156
9.946316144904314,0.0,0.0,18.793161045421254,0.1641358255119454,0.38183442251008376,391.73590087890625,296.6457824707031
9.90611103602818,0.0,0.0,18.90383356267756,0.16519753044523736,0.3830288405600373,640.2328491210938,326.81756591796875
9.879741907119755,0.0,0.0,18.994184494018555,0.16519753044523736,0.3826307012100527,633.3397216796875,395.06365966796875
9.83603815643155,0.0,0.0,19.072560050270774,0.16745365342848278,0.3850195373099597,591.2731323242188,395.86279296875
9.820395708084105,0.0,0.0,19.065828496759586,0.16519753044523736,0.38196713562674517,792.7879638671875,425.05908203125
9.80340371813093,0.0,0.0,19.001586393876508,0.1666573747285138,0.3846662416614955,769.8878173828125,439.2117614746094
9.790065463708371,0.0,0.0,19.06657392328436,0.16493210421191437,0.38254283179491155,1054.3983154296875,483.9803466796875
9.76744977795348,0.0,0.0,19.043275312943894,0.16771907966180577,0.385860659711449,1171.7222900390625,490.2077331542969
9.766274374358508,0.0,0.0,19.04511313004927,0.16714338349363944,0.38466624166149554,1421.170654296875,476.3423156738281
