train_accuracy,train_avg_precision,train_min_precision,train_avg_recall,train_min_recall,train_loss,validation_accuracy,validation_avg_precision,validation_min_precision,validation_avg_recall,validation_min_recall,validation_loss,train_variance,validation_variance
0.6481481790542603,0.6511256456908631,0.09090909090909091,0.5380451127819549,0.25,1.1390483379364014,0.4375,0.3645833333333333,0.0,0.3333333333333333,0.0,1.3273553848266602,55.70753860473633,79.2042007446289
0.6759259104728699,0.5595543001889751,0.0,0.6528829649882281,0.0,0.895771861076355,0.4375,0.4851851851851852,0.0,0.5092592592592593,0.0,1.306924819946289,72.9400863647461,116.7953109741211
0.8240740895271301,0.7920634920634921,0.5,0.8296848739495798,0.625,0.6036471128463745,0.625,0.5625,0.0,0.56875,0.0,1.6764369010925293,67.72124481201172,165.44760131835938
0.8333333134651184,0.8386198115609882,0.45454545454545453,0.8723057644110277,0.6666666666666666,0.48100608587265015,0.625,0.6309523809523808,0.0,0.625,0.0,0.9756844639778137,54.119171142578125,203.00611877441406
0.944444477558136,0.9433950617283952,0.8333333333333334,0.9544159544159545,0.8333333333333334,0.34429383277893066,0.5625,0.41666666666666674,0.0,0.4,0.0,1.3846044540405273,37.90119552612305,233.53880310058594
0.9907407760620117,0.975,0.75,0.9944444444444446,0.9444444444444444,0.11605195701122284,0.6875,0.7388888888888889,0.0,0.7592592592592593,0.0,1.179507851600647,31.94110679626465,285.87689208984375
0.9814814925193787,0.9709090909090908,0.8,0.9866666666666667,0.9333333333333333,0.09148062020540237,0.75,0.6481481481481481,0.0,0.7222222222222222,0.0,0.7946186661720276,15.797601699829102,326.4755554199219
0.9907407760620117,0.9666666666666667,0.6666666666666666,0.99375,0.9375,0.06559018790721893,0.8125,0.7222222222222222,0.0,0.7962962962962962,0.0,0.5859476923942566,11.860764503479004,354.53472900390625
1.0,1.0,1.0,1.0,1.0,0.03906651958823204,0.5,0.3994708994708994,0.0,0.40740740740740733,0.0,1.3639487028121948,7.846177101135254,381.4102478027344
1.0,1.0,1.0,1.0,1.0,0.03178463503718376,0.5625,0.29166666666666663,0.0,0.3333333333333333,0.0,1.872045636177063,6.184960842132568,403.7906799316406
1.0,1.0,1.0,1.0,1.0,0.0390794537961483,0.4375,0.3,0.0,0.45,0.0,2.199181079864502,4.9262285232543945,422.99169921875
1.0,1.0,1.0,1.0,1.0,0.03347742557525635,0.5625,0.4814814814814815,0.0,0.537037037037037,0.0,1.7167311906814575,4.19211483001709,419.9695739746094
1.0,1.0,1.0,1.0,1.0,0.023979581892490387,0.6875,0.6666666666666667,0.0,0.5740740740740741,0.0,0.633272647857666,3.60636830329895,428.9190673828125
1.0,1.0,1.0,1.0,1.0,0.01668260060250759,0.4375,0.4,0.0,0.3083333333333333,0.0,2.162437915802002,3.262028932571411,446.96282958984375
1.0,1.0,1.0,1.0,1.0,0.021360870450735092,0.5625,0.45,0.0,0.45,0.0,1.5638707876205444,3.0605931282043457,452.16595458984375
