train_accuracy,train_avg_precision,train_min_precision,train_avg_recall,train_min_recall,train_loss,validation_accuracy,validation_avg_precision,validation_min_precision,validation_avg_recall,validation_min_recall,validation_loss,train_variance,validation_variance
0.53125,0.4771428571428571,0.0,0.4256962481962482,0.0,1.1767611503601074,0.5625,0.46041666666666675,0.0,0.4479166666666667,0.0,1.2421438694000244,81.76374053955078,102.11962127685547
0.65625,0.6465219421101773,0.0,0.6121645021645021,0.0,0.9926672577857971,0.375,0.31481481481481477,0.0,0.28703703703703703,0.0,1.5322095155715942,78.93452453613281,112.53543090820312
0.59375,0.5440367965367966,0.2,0.6803663003663003,0.2857142857142857,1.0375102758407593,0.5,0.3518518518518518,0.0,0.2962962962962963,0.0,1.6156631708145142,96.55864715576172,122.65216827392578
0.71875,0.7546296296296297,0.4,0.7329365079365079,0.3333333333333333,0.8154402375221252,0.4375,0.41666666666666663,0.0,0.31666666666666665,0.0,1.7063815593719482,99.4819564819336,174.11862182617188
0.78125,0.7166233766233766,0.0,0.6712820512820512,0.0,0.6563243865966797,0.625,0.4666666666666666,0.0,0.41666666666666663,0.0,1.1218986511230469,91.42728424072266,217.5265350341797
0.921875,0.8979276895943562,0.5,0.9193121693121693,0.75,0.3647839426994324,0.75,0.4259259259259259,0.0,0.5555555555555556,0.0,0.7853695750236511,100.29955291748047,250.85684204101562
0.890625,0.8901785714285715,0.6,0.8864285714285713,0.7142857142857143,0.40259748697280884,0.3125,0.2592592592592592,0.0,0.33333333333333337,0.0,2.3784496784210205,76.81754302978516,292.0416564941406
0.9375,0.9281705948372615,0.6666666666666666,0.9601398601398602,0.8181818181818182,0.2747221887111664,0.75,0.8125,0.0,0.6875,0.0,1.091491460800171,75.80826568603516,342.4393310546875
0.9375,0.9084090909090908,0.5,0.9557142857142857,0.7,0.23553994297981262,0.8125,0.8703703703703705,0.3333333333333333,0.8796296296296295,0.5,1.02953040599823,58.37806701660156,417.3831787109375
0.96875,0.9709090909090908,0.8,0.975,0.875,0.14858880639076233,0.625,0.6145833333333333,0.0,0.6458333333333333,0.0,1.4185562133789062,51.7404670715332,434.1501159667969
0.96875,0.9635416666666666,0.8333333333333334,0.9718137254901961,0.8333333333333334,0.1448395699262619,0.625,0.4666666666666666,0.0,0.475,0.0,1.6971971988677979,38.95683288574219,487.5762634277344
0.96875,0.9777777777777779,0.7777777777777778,0.9800000000000001,0.8,0.12255500257015228,0.6875,0.6145833333333333,0.0,0.5833333333333333,0.0,1.3347969055175781,33.72000503540039,503.5335693359375
0.984375,0.9,0.0,0.8923076923076924,0.0,0.060368672013282776,0.625,0.5185185185185184,0.0,0.5,0.0,1.4355170726776123,28.631534576416016,525.6831665039062
1.0,1.0,1.0,1.0,1.0,0.04631202295422554,0.4375,0.3611111111111111,0.0,0.4722222222222222,0.0,1.8760333061218262,23.410491943359375,563.8213500976562
0.984375,0.9900000000000001,0.9,0.9888888888888889,0.8888888888888888,0.09240441769361496,0.5625,0.537037037037037,0.0,0.611111111111111,0.0,1.8801512718200684,23.04994773864746,568.1817016601562
