train_accuracy,train_loss,validation_accuracy,validation_loss
0.365234375,1.7352440357208252,0.40234375,1.5804438591003418
0.51171875,1.424018383026123,0.498046875,1.3500721454620361
0.552734375,1.297743558883667,0.5625,1.2406976222991943
