train_accuracy,train_avg_precision,train_min_precision,train_avg_recall,train_min_recall,train_loss,validation_accuracy,validation_avg_precision,validation_min_precision,validation_avg_recall,validation_min_recall,validation_loss,train_variance,validation_variance
0.5625,0.5879629629629629,0.16666666666666666,0.5172669922669922,0.16666666666666666,1.437010407447815,0.375,0.43333333333333335,0.0,0.36666666666666664,0.0,2.1298680305480957,100.11178588867188,124.3116455078125
0.65625,0.611489898989899,0.0,0.6045454545454546,0.0,1.1533452272415161,0.6875,0.8333333333333334,0.3333333333333333,0.7962962962962962,0.3333333333333333,1.2732950448989868,98.08228302001953,132.75335693359375
0.625,0.5275974025974025,0.0,0.5758333333333334,0.0,1.097764492034912,0.5,0.6,0.0,0.45,0.0,1.0426849126815796,100.42427825927734,134.44281005859375
0.734375,0.7437301587301587,0.2,0.7952007469654528,0.4444444444444444,0.7850401401519775,0.4375,0.3,0.0,0.41666666666666663,0.0,1.7148743867874146,97.48797607421875,161.55140686035156
0.828125,0.7371056721056721,0.0,0.7585464535464534,0.0,0.6164743900299072,0.6875,0.7222222222222222,0.0,0.7611111111111111,0.0,1.0143488645553589,78.1087417602539,183.5093231201172
0.8125,0.8111992945326278,0.2222222222222222,0.8449735449735449,0.5714285714285714,0.41969507932662964,0.8125,0.7,0.0,0.75,0.0,0.5117385983467102,98.44832611083984,244.79776000976562
0.890625,0.8363095238095238,0.5,0.9071412655971479,0.75,0.4301002323627472,0.9375,0.888888888888889,0.0,0.861111111111111,0.0,0.46601781249046326,97.36737060546875,319.28875732421875
0.875,0.8723809523809525,0.4,0.8862026862026863,0.5714285714285714,0.3079609274864197,0.5625,0.611111111111111,0.0,0.5925925925925926,0.0,1.2774100303649902,90.00420379638672,391.9418029785156
0.9375,0.9490740740740741,0.6666666666666666,0.9520282186948853,0.7777777777777778,0.20142912864685059,0.9375,0.9375,0.5,0.9750000000000001,0.8,0.7679635286331177,61.23036193847656,392.7555236816406
0.921875,0.9,0.5,0.9469444444444445,0.7777777777777778,0.16682168841362,0.5625,0.5499999999999999,0.0,0.5,0.0,1.2734506130218506,48.47758865356445,443.17047119140625
0.96875,0.9678030303030304,0.8333333333333334,0.9756944444444444,0.8888888888888888,0.1595897376537323,0.5,0.45555555555555555,0.0,0.43518518518518523,0.0,1.3402268886566162,39.09210205078125,497.2132263183594
0.96875,0.9773809523809525,0.8571428571428571,0.9757142857142859,0.8571428571428571,0.12503281235694885,0.5625,0.5740740740740741,0.0,0.6481481481481481,0.0,1.251103401184082,39.09540939331055,499.5755615234375
0.984375,0.9814814814814815,0.8333333333333334,0.9814814814814815,0.8333333333333334,0.08362163603305817,0.8125,0.8452380952380952,0.5,0.8714285714285714,0.5,0.5715740919113159,28.964561462402344,540.132568359375
1.0,1.0,1.0,1.0,1.0,0.057334646582603455,0.875,0.8333333333333333,0.0,0.8125,0.0,0.3997911512851715,26.61214256286621,552.7344970703125
1.0,1.0,1.0,1.0,1.0,0.04773043468594551,0.625,0.5,0.0,0.5833333333333333,0.0,1.7239190340042114,24.809715270996094,560.9259033203125
