train_loss,train_accuracy,train_avg_precision,train_min_precision,train_avg_recall,train_min_recall,validation_loss,validation_accuracy,validation_avg_precision,validation_min_precision,validation_avg_recall,validation_min_recall
0.5125250690861752,0.8192632710724542,0.527222844791133,0.0,0.5256162854514702,0.0,1.5956672757863999,0.4886718750000001,0.41045472583383097,0.0,0.4899095556967642,0.0
0.3338276043272856,0.8878790453860633,0.6859304900583539,0.030994152046783623,0.6591790969561467,0.024644945697577275,1.1216487631201744,0.6265625,0.5554800215575111,0.0,0.625894322282976,0.0
0.30261852187022825,0.8966344333531565,0.7202500702907607,0.0,0.70514034351762,0.0,1.013416527211666,0.6752929687499998,0.6784001334716131,0.0,0.6735883108538009,0.0
0.25956951029468,0.916279114129251,0.7664643602997873,0.050955165692007795,0.7323467828076973,0.03968253968253968,0.8783325031399725,0.7126953125000002,0.6806494082365498,0.007894736842105263,0.7099080495067422,0.0007352941176470588
0.25600001660355354,0.916569778793737,0.766343201179584,0.08233082706766917,0.7716090878504354,0.09197235513024986,0.8535375609993933,0.74287109375,0.6937199778438748,0.0,0.7429645080653212,0.0
0.22481293819452594,0.9253653392457132,0.7841036075500935,0.0926482873851295,0.7726943654532571,0.061988304093567245,0.745465325564146,0.7506835937499999,0.7136706718941026,0.07373473936968285,0.7511765173721721,0.007052080983532597
0.22041107844888116,0.92432556340569,0.7912664411617966,0.09167805878332193,0.767806431417128,0.079156223893066,0.7548907801508904,0.7421875000000001,0.7392793921500966,0.2345744746384469,0.742812078746716,0.03094272463304352
0.2349078250035905,0.9166784819803745,0.7892781235217556,0.0696063654549903,0.7649333117783313,0.046282372598162064,0.8314527228474616,0.7415039062500001,0.7217049742627756,0.10562339782858651,0.7408398794147278,0.009841424276206883
0.2014421582744833,0.9329438899692744,0.7970529479587891,0.07932178932178932,0.7740461560678007,0.06455240665766981,0.7337339565157891,0.7557617187500002,0.7470510444559646,0.2511926303272235,0.7565639479690743,0.03614276086276225
0.1900192606344558,0.9352219449846376,0.7925628108479277,0.08829338303022513,0.8126905443401192,0.09569757727652464,0.6177036210894584,0.78857421875,0.7731253502152148,0.23838955348643287,0.7853889484201547,0.024556330178738185
0.22370312924970667,0.9202137213004268,0.816343858597635,0.12100043106268552,0.7552805354213721,0.07453587672885918,0.7834278002381325,0.7278320312500001,0.7532493926742668,0.3409228637235002,0.722723641428781,0.10417083817448922
0.17302522141682478,0.9407729318267428,0.8103073081551431,0.11893033866718077,0.8022031040842199,0.08924394319131161,0.7438538059592247,0.7732421874999998,0.7769183852781737,0.3526704741564209,0.7718544979094764,0.06953167828433643
0.16279133736041557,0.9419379537565674,0.799030967747638,0.062531328320802,0.8155170826039607,0.061228829649882285,0.5961800165474416,0.7990234374999999,0.7968752583447075,0.3778902190543316,0.7946089614560958,0.051273678765917
0.16209214664342117,0.9436110477698484,0.8276905394381217,0.14743275858234306,0.8016685139158942,0.12179058758006125,0.6798528745770454,0.7719726562499999,0.7637250051481796,0.3805529684164355,0.7692987578130346,0.06079743057142818
0.14355234161280747,0.950464117945287,0.8302329475347101,0.15255337957296342,0.8239729689421033,0.13237079940681049,0.6497748836874961,0.78935546875,0.7892860537026277,0.36548979407968823,0.7882922098974905,0.05023223413812741
0.14079377669514273,0.9527539893200532,0.8481007136260736,0.17665845901302962,0.8252932720335425,0.12656641604010024,0.63127531260252,0.7916015625,0.7888038529031677,0.4224947655227258,0.7897654679789795,0.08924950049112432
0.13517344782226967,0.9523829775944098,0.8508304524792837,0.17692201771149138,0.8263307218965799,0.14762065419960155,0.634360808134079,0.7897460937500002,0.786793786694936,0.4281288309871166,0.7885630159673,0.10203662638962256
0.13092363403554544,0.9558780433838836,0.8512168201996874,0.2598498865877217,0.8383252814549222,0.1787736886074836,0.6054902419447898,0.7985351562499999,0.7956391525744569,0.39702321091493153,0.7950852060216329,0.08930084469014839
0.1349067574922453,0.9534511116513043,0.865467021881595,0.2983386899926976,0.8403191430314773,0.19752158173210804,0.5868384778499605,0.8007812499999999,0.8117116542379981,0.4731851350974592,0.8008230775894575,0.14691597844877446
0.1387785301919569,0.951806374809199,0.8868338604206928,0.3554889447770354,0.824567116085041,0.1839864813549024,0.6812508434057238,0.7810546875000001,0.7903450814023193,0.40145668242009225,0.7798505390705794,0.10234095570177404
0.12680367948977572,0.9555188480176435,0.8645705056834949,0.3198178684076327,0.8580820618944012,0.23247241039282118,0.6128302548080683,0.8022460937499999,0.8060471687712456,0.41873374858325396,0.8015311632329849,0.06966580207228519
0.11298173051654246,0.9616747958618305,0.8818439106536989,0.3491113172493221,0.853764453233143,0.2540891711944343,0.6079234972596168,0.8005859374999998,0.8011268181447603,0.48984639380623957,0.7977491507634322,0.12097956520307158
