train_loss,train_zero_shot_top_1,train_zero_shot_top_2,validation_loss,validation_zero_shot_top_1,validation_zero_shot_top_2,train_variance,validation_variance
6.109619242804393,0.0,0.0,6.181808428330855,0.16533024356189888,0.4483570237356501,0.003639965085312724,0.002495712134987116
5.796937081278588,0.0,0.0,7.827047694813121,0.16776392336332613,0.3640302610145827,1.7412223815917969,0.9311280846595764
4.394834851123849,0.0,0.0,7.749839262528853,0.18614014505119453,0.6057905338582067,0.6719299554824829,2.4196953773498535
3.542844165344628,0.0,0.0,8.252434947273947,0.38315246373720135,0.7402652807942909,0.5642067193984985,6.057776927947998
3.329274918351854,0.0,0.0,8.314978686246006,0.5006053899705244,0.761353334432206,0.7979289293289185,5.888242721557617
3.2636754902041694,0.0,0.0,8.120598229494961,0.4086776198417623,0.7526997120307166,0.45391646027565,4.242129802703857
3.158961085944759,0.0,0.0,9.149729468605736,0.3352284847192057,0.7339683767064846,0.3970244526863098,7.069461345672607
3.132101201281256,0.0,0.0,9.63997233997692,0.2680241380313373,0.728150209432206,0.42912033200263977,10.627264976501465
3.102924796619587,0.0,0.0,9.87110302665017,0.26564075589512876,0.7273145409944151,0.5334532260894775,13.112083435058594
3.1416973330612703,0.0,0.0,9.86645490472967,0.26270288744958115,0.732060095408005,0.6868764162063599,14.43721866607666
3.1059732224260053,0.0,0.0,10.126243938099254,0.30966212088892336,0.7149231354716103,0.44793179631233215,12.98959732055664
3.1006060948177265,0.0,0.0,10.054082697088067,0.3129084412814148,0.7299294135898231,0.401367723941803,13.241228103637695
3.088089689726428,0.0,0.0,9.997175390070137,0.29674531686317096,0.729707013070121,0.4064732491970062,13.750154495239258
3.0948768209437936,0.0,0.0,9.985609141263096,0.29967409536922124,0.7284210896292275,0.3966122567653656,15.568757057189941
3.082314681230892,0.0,0.0,9.97726804559881,0.30087033140707414,0.7310359622246355,0.41849133372306824,14.466824531555176
3.082437742501498,0.0,0.0,10.003616766496137,0.283434009463233,0.7267764165761711,0.4332636594772339,16.18365478515625
3.0813700333380205,0.0,0.0,10.029296788302334,0.2963883852389078,0.7327703226807321,0.5523463487625122,15.738263130187988
3.079622869278845,0.0,0.0,10.045332821932707,0.2871627026450512,0.7328133483943531,0.4879007637500763,14.587380409240723
3.0764181384322593,0.0,0.0,10.006940494884144,0.2935062684222774,0.7305966151489296,1.2122979164123535,15.208822250366211
3.0754567192278186,0.0,0.0,9.959329605102539,0.2965623060812907,0.7310395982004344,0.40715649724006653,15.17544174194336
