epoch,train_loss,train_accuracy,validation_loss,validation_accuracy
1,2.6306595753650277,0.24703424895296291,1.6594033598899842,0.4021714150905609
2,1.545857355302694,0.4402512682943928,1.3025311589241029,0.52841796875
3,1.30489218356658,0.5435647471826903,1.1295559853315353,0.6058134198188782
4,1.0458239955561501,0.6342389078772798,0.8044379860162735,0.7223920047283172
5,0.8993937719841393,0.6876575405500374,0.7941733479499817,0.731175321340561
6,0.8024562743245339,0.7193839592593056,0.6853552252054215,0.761328125
7,0.7204499779915323,0.7493385192082853,0.6751739531755447,0.7721507340669632
8,0.683419716601469,0.7657293944942708,0.5593450769782067,0.8115004599094391
9,0.6160018559621305,0.7867838545721404,0.5107047945261002,0.8233685672283173
10,0.5841324396279394,0.7978572571764186,0.5249538421630859,0.8196806073188782
11,0.5408857036001828,0.8120197854479965,0.5186916410923004,0.8347943484783172
12,0.508517824569527,0.8243288385624788,0.43103149682283404,0.8521714150905609
13,0.4659838256787281,0.8371200044544376,0.42476643323898317,0.8547506898641586
14,0.44831205995715395,0.8448413963220558,0.4028675988316536,0.8629595577716828
15,0.42341117956200425,0.8535194214509458,0.408695812523365,0.8640682458877563
16,0.4047298632106002,0.8609855217593056,0.44546377211809157,0.8528492659330368
17,0.38386591995248986,0.8666921008606346,0.36097222864627837,0.8836052387952804
18,0.3666575129847137,0.8748652363310054,0.3614449232816696,0.8822208195924759
19,0.3373442711878796,0.883675178094786,0.36735906451940536,0.8756491273641587
20,0.3329218064948004,0.8840576410293579,0.35589057505130767,0.8858111202716827
21,0.2942560319693721,0.897117384842464,0.35654202848672867,0.8794634640216827
22,0.29006954480190666,0.8976526436757069,0.4041639119386673,0.8749655336141586
23,0.2691048490149634,0.9054803282630687,0.33852282017469404,0.8937902122735977
24,0.2566874667393918,0.9101239825998034,0.3539003893733025,0.8891142010688782
