epoch,train_loss,train_accuracy,validation_loss,validation_accuracy
1,2.7889760392052785,0.21109978611371955,1.6830365359783173,0.3872759655117989
2,1.5696754163625288,0.4333204265151705,1.306075394153595,0.5273494958877564
3,1.2208898207362817,0.5663293776463489,0.9551750808954239,0.66376953125
4,0.9980912318035048,0.6497538193148009,0.8597024530172348,0.7011201739311218
5,0.8840059838732894,0.6937389915086785,0.728245684504509,0.7502412676811219
6,0.7947502099737829,0.7238710218546341,0.642402246594429,0.7814280778169632
7,0.7196397112340344,0.7500484014044002,0.5955736815929413,0.7960075825452805
8,0.6657399565589671,0.7707203979394874,0.575010983645916,0.8025103390216828
9,0.6035445116612376,0.7892807795076954,0.5004667937755585,0.8289579510688782
10,0.5644553896723962,0.8027172921871653,0.49509854316711427,0.83369140625
11,0.5460882436256019,0.8116904685691911,0.46936008483171465,0.8388844221830368
12,0.49792368223472516,0.825908041730219,0.4401076316833496,0.8493106633424758
13,0.4698828653413422,0.8383243363730761,0.43370354026556013,0.8495404422283173
14,0.4432383410784663,0.8440916544320632,0.42992320507764814,0.8553825825452804
15,0.4239307988663109,0.8527459532630687,0.38307739049196243,0.8699793189764022
16,0.40126412133781275,0.8603904733852464,0.36032744795084,0.8792853862047195
17,0.3743541353211111,0.869303860226456,0.36949473321437837,0.8759306073188782
18,0.35904686791556223,0.8742369717481185,0.3472631096839905,0.8861270695924759
19,0.3242571694510324,0.887932573046003,0.3535124510526657,0.8820369958877563
20,0.31263259919930475,0.8902653139464709,0.3453244000673294,0.8860409021377563
21,0.3030952338357361,0.8930089893389721,0.3595981687307358,0.8841337323188782
22,0.2875095669712339,0.8993457318568716,0.3652385100722313,0.8863798260688782
23,0.2699313457218968,0.9051073558476507,0.33915837705135343,0.8895795047283173
24,0.2537142421518053,0.90934576976056,0.3246097430586815,0.8938534021377563
