epoch,train_loss,train_accuracy,validation_loss,validation_accuracy
1,2.0226118005051905,0.34438395895520035,1.3967268824577332,0.49491038620471955
2,1.1776157471598412,0.5802033981498407,0.9699290812015533,0.6577205896377564
3,0.8222285569930563,0.7084367786134992,0.7488327741622924,0.740940946340561
4,0.6174145350042655,0.7845431700044748,0.6094772577285766,0.7880974262952805
5,0.47953939468276746,0.8345310225778696,0.5748037591576576,0.79921875
6,0.380502495534566,0.8674798048272425,0.5708713680505753,0.8037683814764023
7,0.27929212685142246,0.9046954719387755,0.539866465330124,0.8182157635688782
8,0.19732270344179503,0.934469714456675,0.5278274536132812,0.8332203596830368
9,0.12067681125232152,0.9626305881811648,0.5336667001247406,0.8387350648641586
10,0.07885470378155611,0.9763195459939995,0.5514516040682793,0.8437959551811218
11,0.03816167396322197,0.99100974141335,0.5327588975429535,0.8510110288858413
12,0.016830210032283653,0.9976682079081632,0.49564254432916643,0.8624712765216828
13,0.00440453152808988,0.9999003507653061,0.4959004342556,0.8662971049547196
14,0.0017459068806100712,0.9999800701530612,0.5014286831021308,0.8709214150905609
15,0.0010807685451867173,1.0,0.5035156771540642,0.8722311586141587
16,0.0008437683834333201,1.0,0.5083117589354516,0.8714211851358413
17,0.0006978882919778402,1.0,0.5177060782909393,0.87314453125
18,0.0006045595013978416,1.0,0.517908738553524,0.8723115801811219
19,0.0005340799903116968,1.0,0.5216514751315117,0.8700999528169632
20,0.00047228567757197105,1.0,0.5243908956646919,0.8711799174547196
21,0.00042663141342630726,1.0,0.5285228312015533,0.8720588237047195
22,0.00038598556420765817,1.0,0.5287580639123917,0.8731330424547196
23,0.00034913187133794535,1.0,0.5333990380167961,0.8725700825452805
24,0.0003206926648628575,1.0,0.5341149911284446,0.8708352476358414
