train_loss,train_zero_shot_top_1,train_zero_shot_top_2,validation_loss,validation_zero_shot_top_1,validation_zero_shot_top_2
12.263221195765903,0.0,0.0,12.668735070662066,0.28147906647533355,0.48249459451597887
11.851390707249545,0.0,0.0,12.27060335332697,0.14358044232857586,0.44764861445082227
12.742130435242943,0.0,0.0,14.667662013660777,0.1671882271951598,0.39585232120695
10.108622044933087,0.0,0.0,13.442199360240592,0.46984503471144895,0.7084486745656221
9.59004680477843,0.0,0.0,14.645253268155185,0.5075246519159168,0.7032528651489296
9.50425186935736,0.0,0.0,15.705707289955834,0.43060679588116657,0.7123082628762023
9.439786911010739,0.0,0.0,15.852699453180483,0.4995830747750543,0.7490607062519392
9.409154171846353,0.0,0.0,15.23279701579701,0.4834666120462302,0.7755112181973318
9.388041651978785,0.0,0.0,15.683390877463601,0.4724168815932362,0.7908671559882097
9.46388141476378,0.0,0.0,14.29287173531272,0.5685411737899473,0.7800343720912194
9.356017696614167,0.0,0.0,15.505724906921387,0.4941182031492399,0.8059558495578654
9.34606647491455,0.0,0.0,15.547548294067383,0.48900662717188953,0.811370423518461
9.341643197195873,0.0,0.0,15.527247862382367,0.4869729047083463,0.8138562189730065
9.338498271241479,0.0,0.0,15.538107005032627,0.4873728620462302,0.8132841587806393
9.34847123282296,0.0,0.0,15.53216622092507,0.48679716587806393,0.8173176679336022
9.345015934535434,0.0,0.0,15.551793531938031,0.4852888419174682,0.8183811908547935
9.34283024924142,0.0,0.0,15.538814891468395,0.4871898512643499,0.8198446711138689
9.337002987764318,0.0,0.0,15.547178875316273,0.48772252171889546,0.8209118300108595
9.330932344709122,0.0,0.0,15.553147489374334,0.4867038424992243,0.8199361765048092
9.337199503061722,0.0,0.0,15.441805926236238,0.48897996334936394,0.8159008493639466
