train_loss,train_accuracy,train_avg_precision,train_min_precision,train_avg_recall,train_min_recall,validation_loss,validation_accuracy,validation_avg_precision,validation_min_precision,validation_avg_recall,validation_min_recall
2.2381649184645265,0.3392860518212905,0.27360527313467803,0.0,0.3304305228449352,0.0,2.262305200099945,0.3165039062499999,0.26341655449303547,0.0,0.3183200199920018,0.0
2.094086274766085,0.6267227195856863,0.3327625351768874,0.0,0.38336932030470633,0.0,2.16272264122963,0.36748046874999996,0.2902587592948219,0.0,0.3690107493025722,0.0
1.606114740957293,0.6326967069977207,0.4599363853712433,0.0,0.47992205714651626,0.0,1.758960425853729,0.4564453124999999,0.44674567086205175,0.0,0.4571420231163784,0.0
1.064643292050613,0.6424446085043121,0.5133512616276306,0.008765239102181892,0.5741522149463669,0.010280551439042388,1.2557235270738603,0.5775390625,0.5624101286014062,0.1296944965211619,0.5745347010086098,0.03626441625130847
0.815563052369837,0.6693370007632072,0.5571464691156423,0.0021162858053721343,0.5555965156617431,0.004305943210886107,1.1337541460990903,0.5460937499999999,0.5322768859451071,0.0,0.5447848329464346,0.0
0.653729660469189,0.7885567901427285,0.6319398372406752,0.015076699149252656,0.6843487324365053,0.040293077655378755,0.9859597519040105,0.6625976562499999,0.6175014756231466,0.0,0.6636185646307394,0.0
0.570740547619368,0.809971453850729,0.6501704765929429,0.03534498229789088,0.6640772276356333,0.08518426748689906,0.9096161261200902,0.64248046875,0.6693891218062276,0.2576455366768632,0.6432954767700664,0.23330338211353002
0.7039001631109341,0.738671165809297,0.601883552216299,0.015179775825307914,0.6342705874892475,0.03624433807157648,0.8913507580757142,0.6462890625000002,0.6720650866036109,0.21515141527404177,0.6446923238818176,0.11771803003890288
0.5605972947781547,0.7803047487610266,0.6823460251470361,0.02458096686866146,0.689742455766499,0.12267159751172944,0.8317285403609275,0.6743164062500001,0.6910239476776279,0.2523529402126089,0.6756470567919051,0.2573833734006011
0.48092608336816745,0.8378870800921784,0.6840874161926812,0.027767091582881053,0.7057823746525791,0.10398336933424651,0.8179453983902931,0.6958007812500001,0.6923935799520555,0.3184126590391883,0.6945578486384446,0.21915442563316317
0.5806059952367815,0.7709562161512544,0.6767769642743224,0.02253617121962091,0.7016748673515606,0.12770837836285176,0.7875564560294152,0.6920898437500002,0.7096190527056411,0.26332168287051033,0.6933874239896649,0.27166032667681705
0.49853408441208974,0.8118217827980974,0.6841992117235951,0.03895958327940744,0.7144143535771703,0.10235266132333899,0.798056048154831,0.6962890625000002,0.711173872181495,0.30229433169450337,0.6926618500263942,0.2266281605578683
0.43762783052628507,0.8480461658092964,0.7030647042785897,0.05144017775596722,0.72696132805936,0.14814492707090055,0.7343165710568427,0.7192382812500001,0.7302210445202735,0.3014468422367861,0.714748322062464,0.294926535893825
0.39302320333949303,0.8745037432302506,0.7170652973293339,0.03530439288953221,0.7499896884477446,0.05675172780435938,0.7042134448885917,0.7376953125000001,0.7192139013861821,0.273530205518907,0.7346164227124657,0.06560361725218947
0.3904432544582768,0.8701532253047873,0.726302234103458,0.06214399635452266,0.7560556417410779,0.16860343839333652,0.6794303931295873,0.7457031250000002,0.7401101990267394,0.34597947644484023,0.7455800323483546,0.21698630306947025
0.47047000862004473,0.8125354469868171,0.7150415528570785,0.030745850893733606,0.7409688632555417,0.1867472118567872,0.6827946454286576,0.72802734375,0.7370752119843684,0.2885959874316707,0.7232946154801829,0.32132950371994917
0.3923979213363247,0.8620146136534836,0.7169793711732433,0.04360206070732386,0.7678301891065806,0.10037280701754386,0.6438666716217994,0.7550781249999999,0.7542664043898697,0.35533662935224514,0.7547477871905763,0.1996257522321895
0.3786342771429765,0.8803524845524835,0.7038565890262835,0.03075423601739391,0.7638713629030931,0.045077972709551654,0.6604100719094275,0.7598632812499999,0.7337763605631094,0.2419124062874063,0.7553464142306409,0.04376165444502423
0.43276275981936535,0.8318847355089684,0.721947433681314,0.03659186998784961,0.7645173616752805,0.20740709777261465,0.6300465896725655,0.7506835937499998,0.7596075789218827,0.31934746977358824,0.7485731855442066,0.34744123041874014
0.416283599117346,0.8481832272128048,0.7221871001523662,0.03229885582826759,0.7542606412769703,0.12431286415382112,0.6878571555018425,0.7417968749999998,0.7571988142955661,0.36279235507480784,0.7412172299211871,0.337266246530324
0.33646171736089814,0.8907407930022792,0.7475973990552417,0.07733071022544705,0.7819718027736318,0.13070175438596493,0.6170354537665845,0.7703124999999996,0.7557809508579036,0.40161087598587614,0.7666812930081207,0.17955848011319553
0.3316937407903503,0.8892898329517297,0.7405991984111513,0.08310549100022782,0.7809204171477597,0.1541906923485871,0.5961946874856949,0.7801757812500001,0.768573414755894,0.41380101724226065,0.7787449004354895,0.20867221027989705
