epoch,train_loss,train_accuracy,validation_loss,validation_accuracy
1,1.9076472119409211,0.3837093431122449,1.2852391362190247,0.5369370400905609
2,1.0922676920890808,0.6128333028481932,0.9199754476547242,0.6771426945924759
3,0.7715533035142081,0.7285649752130314,0.7158343940973282,0.7471220135688782
4,0.5956292867052312,0.7946969526154655,0.6139291822910309,0.7854549646377563
5,0.4710181130438435,0.8379475675067123,0.6102487772703171,0.7884420961141586
6,0.3612392128122096,0.8780302861515357,0.5564461022615432,0.8104836851358413
7,0.2770661842458102,0.9072502887978846,0.5555660247802734,0.8111730247735978
8,0.18165638267385717,0.9430224658275137,0.5602971091866493,0.8193876385688782
9,0.1120993423522735,0.9687091914974914,0.6184484213590622,0.8137752771377563
10,0.07504205706016141,0.9812431669965083,0.5166809886693955,0.8391486674547195
11,0.03447600303940019,0.9945980626709607,0.5255105674266816,0.8433019310235977
12,0.012641377400188726,0.9995416135204082,0.5012511059641838,0.8536477476358414
13,0.004498521151135163,0.9999800701530612,0.49868789613246917,0.8563763797283173
14,0.002767470019052223,0.9999800701530612,0.5118018478155136,0.8556927859783172
15,0.0021242694002671205,1.0,0.5155931457877159,0.8589211851358414
16,0.0017494942567653346,1.0,0.5172630280256272,0.8596277564764023
17,0.001483230444137007,1.0,0.5230711042881012,0.8591279864311219
18,0.0012935635239380051,1.0,0.5238798409700394,0.8580193012952805
19,0.0011459730039303172,1.0,0.5262858957052231,0.8592601090669632
20,0.001018478642027749,1.0,0.5331409946084023,0.8571001827716828
21,0.0009207474988438569,1.0,0.5315698131918907,0.8596564799547195
22,0.000832067971231834,1.0,0.5368269056081771,0.8583697140216827
23,0.0007545766349387717,1.0,0.5368590205907822,0.8590073525905609
24,0.0006886155496598507,1.0,0.5408207669854164,0.8585420489311218
