train_accuracy,train_loss,validation_accuracy,validation_loss
0.9296875,0.253009557723999,0.5625,1.2747597694396973
1.0,0.053953252732753754,0.6875,1.0385669469833374
1.0,0.025728100910782814,0.625,1.310144066810608
