train_accuracy,train_avg_precision,train_min_precision,train_avg_recall,train_min_recall,train_loss,validation_accuracy,validation_avg_precision,validation_min_precision,validation_avg_recall,validation_min_recall,validation_loss,train_variance,validation_variance
0.6203703880310059,0.579381073003364,0.2857142857142857,0.6019722434428317,0.25,1.0342888832092285,0.5,0.362962962962963,0.0,0.3611111111111111,0.0,1.4769375324249268,57.1534423828125,80.56398010253906
0.7777777910232544,0.6849784997611085,0.0,0.6762698412698412,0.0,0.690488338470459,0.5,0.46666666666666673,0.0,0.41666666666666674,0.0,1.3027379512786865,65.6522216796875,119.83492279052734
0.8148148059844971,0.8156360614693948,0.6,0.824594809377418,0.6363636363636364,0.5332112312316895,0.5,0.52,0.0,0.525,0.0,1.7672162055969238,67.5093765258789,156.47991943359375
0.8796296119689941,0.8746103896103896,0.6,0.9037927350427352,0.46153846153846156,0.4007868468761444,0.625,0.537037037037037,0.0,0.5333333333333333,0.0,0.8467615842819214,71.69538116455078,231.82766723632812
0.944444477558136,0.94494301994302,0.75,0.9625661375661375,0.8666666666666667,0.21848537027835846,0.5625,0.6296296296296295,0.0,0.5185185185185184,0.0,1.349402666091919,47.36912155151367,259.6191711425781
0.9537037014961243,0.9413398692810457,0.75,0.9560224089635856,0.7142857142857143,0.2109420895576477,0.8125,0.65,0.0,0.7000000000000001,0.0,1.2762631177902222,27.018152236938477,287.8951110839844
1.0,1.0,1.0,1.0,1.0,0.0618266724050045,0.75,0.7208333333333333,0.0,0.78125,0.0,0.8797014951705933,21.224945068359375,321.6697692871094
0.9907407760620117,0.9947089947089948,0.9523809523809523,0.9930555555555556,0.9375,0.07879509776830673,0.5625,0.5104166666666666,0.0,0.40625,0.0,1.9859819412231445,12.046950340270996,360.2100524902344
1.0,1.0,1.0,1.0,1.0,0.0424732007086277,0.75,0.7458333333333333,0.0,0.625,0.0,1.667456030845642,9.530497550964355,396.2481689453125
1.0,1.0,1.0,1.0,1.0,0.040608253329992294,0.8125,0.7000000000000001,0.0,0.7416666666666667,0.0,1.047570824623108,6.835139751434326,422.430908203125
1.0,1.0,1.0,1.0,1.0,0.02975478582084179,0.8125,0.7083333333333333,0.0,0.8125,0.0,0.9140645861625671,5.218250751495361,427.7685546875
1.0,1.0,1.0,1.0,1.0,0.03527550399303436,0.5625,0.44444444444444436,0.0,0.5555555555555556,0.0,1.2476351261138916,4.446368217468262,432.4973449707031
1.0,1.0,1.0,1.0,1.0,0.02814312092959881,0.75,0.525,0.0,0.5499999999999999,0.0,1.330925464630127,3.969897508621216,442.4376220703125
1.0,1.0,1.0,1.0,1.0,0.03578893467783928,0.625,0.4351851851851851,0.0,0.5555555555555556,0.0,1.538149356842041,3.6878504753112793,448.5928039550781
1.0,1.0,1.0,1.0,1.0,0.035760194063186646,0.5625,0.4537037037037036,0.0,0.5555555555555556,0.0,1.4161137342453003,3.4247891902923584,452.27294921875
