epoch,train_loss,train_accuracy,validation_loss,validation_accuracy
1,2.96066552400589,0.17829810493454643,1.9119647204875947,0.31737706810235977
2,1.7274738416379811,0.38465458732478475,1.5433261454105378,0.47963580042123793
3,1.3680207777996451,0.5172317253083599,1.0776029050350189,0.6130227476358414
4,1.1353213306592436,0.6027288704502339,0.931841465830803,0.6754308372735978
5,0.9445146778408362,0.6695849658275137,0.7838150024414062,0.7359202653169632
6,0.852991869254988,0.7064656219920333,0.6879211485385894,0.7685661762952805
7,0.7588993262271492,0.7385887394146043,0.6101645350456237,0.7899011939764022
8,0.7044364651855157,0.7567078173160553,0.5854562222957611,0.8029239445924758
9,0.6557029291075103,0.7750907284872872,0.507518456876278,0.8234432458877563
10,0.5930176717894418,0.7937858737244898,0.563139733672142,0.8072495400905609
11,0.5512392642546673,0.8094402940905824,0.5274517431855201,0.8180951297283172
12,0.5442760823940744,0.8142832468967048,0.4928813919425011,0.8345415890216827
13,0.490832085208017,0.8283062668479219,0.4374821439385414,0.8518956810235977
14,0.4694544885839735,0.8370288963220558,0.42475257962942126,0.8588522523641586
15,0.4465450294771973,0.8456879404126382,0.437379863858223,0.8569048702716827
16,0.41498206647074953,0.8553937758718219,0.4051424637436867,0.8648322612047196
17,0.3986918685995803,0.8616451049337581,0.43329289853572844,0.8572667747735977
18,0.37721315330388594,0.8677797013399552,0.3709326460957527,0.8750402122735977
19,0.35079924671017393,0.8783928192391688,0.4068271890282631,0.8651999086141586
20,0.3469488125066368,0.8787003086537731,0.35684038549661634,0.8831456810235977
21,0.32482840364076654,0.8870385769678621,0.36436536014080045,0.8788143396377563
22,0.3100235784540371,0.8908679546142111,0.3493890941143036,0.8852768838405609
23,0.298772539563325,0.8965982600134246,0.34056306630373,0.8919864445924759
24,0.2764682388123201,0.9027613279770832,0.33531931787729263,0.8891371786594391
