train_loss,train_zero_shot_top_1,train_zero_shot_top_2,validation_loss,validation_zero_shot_top_1,validation_zero_shot_top_2,train_variance,validation_variance
3.564277571074818,0.0,0.0,6.158482638272372,0.4053543379615266,0.41893470757058643,12.396231651306152,62.53632354736328
3.4860814907112894,0.0,0.0,6.558569518002598,0.28121364024201057,0.4992225071749923,9.361895561218262,42.291996002197266
3.224512811826198,0.0,0.0,7.353069348768755,0.2822753451753025,0.4793397795144276,13.729331016540527,105.88488006591797
3.167691295244256,0.0,0.0,7.433231050317938,0.28307162387527146,0.47907253529320515,11.476056098937988,112.16549682617188
3.1612558802779844,0.0,0.0,7.211996598677201,0.2808155008920261,0.4792052484098666,9.521162986755371,85.42791748046875
3.2071233379597572,0.0,0.0,6.951749108054421,0.19865880972696248,0.5649597376279863,4.7963104248046875,178.0366668701172
3.1484626263988265,0.0,0.0,7.3487421382557265,0.19838974751784053,0.4786743959432206,4.714718341827393,104.84393310546875
3.109186071522382,0.0,0.0,7.364583882418546,0.1884556556391561,0.4774799778932672,7.14952278137207,219.30398559570312
3.0819935578513147,0.0,0.0,8.080855326219039,0.2809482140086876,0.47893982217654363,33.479400634765625,216.29808044433594
3.1491339279680832,0.0,0.0,7.19869175824252,0.14260297083462614,0.47734726477660566,2.7569615840911865,104.43397521972656
3.02715542213041,0.0,0.0,7.710787209597501,0.2629252879692833,0.4792052484098666,6.879839897155762,132.68055725097656
2.98468006387049,0.0,0.0,8.30781347101385,0.015355937790878063,0.4810632320431275,5.073001384735107,529.5176391601562
2.973740699320879,0.0,0.0,8.401196869936857,0.018864048440893576,0.4780108303599131,5.10898494720459,658.6546020507812
2.9811828185100944,0.0,0.0,8.455954031510785,0.016021321362085013,0.4788071090598821,5.406179428100586,707.8912353515625
2.9713283180834105,0.0,0.0,8.518270926042037,0.014912954739373253,0.4778781172432516,5.685127258300781,711.7891845703125
2.9723707314091254,0.0,0.0,8.549605976451527,0.01588860824542352,0.479868813993174,6.5933942794799805,852.9513549804688
2.973160565119801,0.0,0.0,8.601072398099031,0.014692372207570586,0.4780108303599131,5.87815523147583,840.0346069335938
2.9724572432317715,0.0,0.0,8.615042773160068,0.015533494609059883,0.4793379615265281,6.315236568450928,790.3078002929688
2.9705295006080665,0.0,0.0,8.654274940490723,0.015578338310580208,0.47708183854328273,5.886725902557373,866.7671508789062
2.971002478641857,0.0,0.0,8.673216126181861,0.015533494609059883,0.4768164123099597,5.728977203369141,952.0385131835938
