train_accuracy,train_avg_precision,train_min_precision,train_avg_recall,train_min_recall,train_loss,validation_accuracy,validation_avg_precision,validation_min_precision,validation_avg_recall,validation_min_recall,validation_loss,train_variance,validation_variance
0.625,0.6087545787545788,0.0,0.5131818181818182,0.0,1.1056506633758545,0.3125,0.3888888888888889,0.0,0.1648148148148148,0.0,1.674422025680542,77.2392349243164,94.42728424072266
0.59375,0.6546857463524131,0.2,0.689253647586981,0.16666666666666666,1.1613519191741943,0.5625,0.4722222222222222,0.0,0.4444444444444445,0.0,1.1145256757736206,94.4593276977539,116.03278350830078
0.640625,0.6759096459096458,0.0,0.5990476190476189,0.0,0.9792217016220093,0.75,0.5833333333333333,0.0,0.5833333333333333,0.0,0.7713679075241089,98.63471221923828,139.3489532470703
0.75,0.7711172161172162,0.5,0.7576984126984126,0.4,0.8120254278182983,0.375,0.26666666666666666,0.0,0.36666666666666664,0.0,1.368104338645935,92.99213409423828,156.95809936523438
0.875,0.8095959595959595,0.5,0.8314285714285713,0.3333333333333333,0.4926673471927643,0.4375,0.2962962962962963,0.0,0.37037037037037035,0.0,1.428257703781128,110.32704162597656,221.38186645507812
0.875,0.8858024691358025,0.5555555555555556,0.8906084656084656,0.6,0.43212801218032837,0.5,0.37037037037037035,0.0,0.38095238095238093,0.0,1.7895915508270264,81.27535247802734,254.46768188476562
0.9375,0.8466666666666666,0.0,0.8473076923076924,0.0,0.246821790933609,0.5,0.5,0.0,0.49074074074074064,0.0,1.769464373588562,77.87047576904297,302.3942565917969
0.953125,0.875,0.0,0.8528571428571429,0.0,0.19862350821495056,0.625,0.475,0.0,0.475,0.0,1.5051943063735962,67.08085632324219,355.568603515625
0.921875,0.9059090909090909,0.6666666666666666,0.9297619047619048,0.6666666666666666,0.25433841347694397,0.875,0.6875,0.0,0.725,0.0,0.4153727889060974,58.06856155395508,394.94970703125
1.0,1.0,1.0,1.0,1.0,0.07561404258012772,0.625,0.6,0.0,0.5766666666666667,0.0,1.1962695121765137,48.9905891418457,470.74822998046875
0.984375,0.9875,0.875,0.9888888888888889,0.8888888888888888,0.10372580587863922,0.5,0.4629629629629629,0.0,0.4259259259259259,0.0,1.4176660776138306,40.7005729675293,476.3680419921875
1.0,1.0,1.0,1.0,1.0,0.05777936428785324,0.625,0.5555555555555556,0.0,0.611111111111111,0.0,1.7118260860443115,30.86473846435547,511.4474792480469
0.984375,0.975,0.75,0.9900000000000001,0.9,0.10599706321954727,0.75,0.7592592592592593,0.0,0.7777777777777778,0.0,0.8679831624031067,24.065671920776367,532.8069458007812
1.0,1.0,1.0,1.0,1.0,0.04441006854176521,0.8125,0.75,0.0,0.8125,0.0,0.6940950155258179,23.35068702697754,537.2163696289062
1.0,1.0,1.0,1.0,1.0,0.044101256877183914,0.75,0.7407407407407407,0.0,0.7592592592592593,0.0,1.4842841625213623,20.49619483947754,560.54931640625
