train_accuracy,train_avg_precision,train_min_precision,train_avg_recall,train_min_recall,train_loss,validation_accuracy,validation_avg_precision,validation_min_precision,validation_avg_recall,validation_min_recall,validation_loss,train_variance,validation_variance
0.5234375,0.4923475609756098,0.0,0.4280156035249414,0.0,1.3962984085083008,0.4453125,0.4335158548545276,0.16666666666666666,0.41701447675131875,0.07692307692307693,1.577823281288147,102.77095031738281,123.18846893310547
0.625,0.5101822738664844,0.0,0.5765872769836965,0.0,1.091873049736023,0.515625,0.5379396094101977,0.2727272727272727,0.5318070818070818,0.21428571428571427,1.3278906345367432,114.83037567138672,129.3424530029297
0.609375,0.5904388666888667,0.2727272727272727,0.639112246449203,0.2857142857142857,1.1266388893127441,0.4453125,0.4720421408656702,0.09090909090909091,0.4968306036069194,0.07692307692307693,1.4663182497024536,101.15272521972656,131.92263793945312
