epoch,train_loss,train_accuracy,validation_loss,validation_accuracy
1,2.4803271670730744,0.29046802891760454,1.5325315415859222,0.4420094206929207
2,1.331383798803602,0.5206017676664858,1.1267499208450318,0.60625
3,0.9461218039600217,0.6653123862889349,0.8423655778169632,0.7098230689764022
4,0.7118369176679727,0.750517227211777,0.6701506733894348,0.7651252299547195
5,0.5462687593333575,0.8090046844920333,0.6822033286094665,0.7623621314764023
6,0.4483600362223022,0.8449524343013763,0.5723937958478927,0.8060144752264022
7,0.34605118252184924,0.8808185664974914,0.5621064901351929,0.8124368101358413
8,0.2594744830715413,0.9125535263090717,0.5483768731355667,0.8234892010688781
9,0.1715215970667041,0.9444858857563564,0.5656199038028717,0.8246610760688782
10,0.11467454772518605,0.9634505589397586,0.5339471444487571,0.8384650737047196
11,0.06105535458393243,0.9836746083230389,0.5726733669638634,0.8431008726358413
12,0.03607639648514439,0.9914785672207268,0.5970818385481834,0.8427849262952805
13,0.027301238203535274,0.9939897279350125,0.5631531968712806,0.8555893838405609
14,0.0134452882279851,0.99786655756892,0.6090607151389122,0.8554170489311218
15,0.007089957970251538,0.9992227359693877,0.5677113145589828,0.8656996786594391
16,0.0014951536152749418,1.0,0.5715998321771621,0.8676125913858413
17,0.0005471328723634004,1.0,0.593296018242836,0.8680376827716827
18,0.0003648015420422984,1.0,0.6007283121347428,0.8688591450452805
19,0.0002899878405626122,1.0,0.6158128648996353,0.8680491715669632
20,0.00023463157398212814,1.0,0.6227460026741027,0.8703986674547195
21,0.00019848300767729858,1.0,0.6300193563103675,0.8715647965669632
22,0.00017071946823140322,1.0,0.639246417582035,0.8702895224094391
23,0.0001470687244846533,1.0,0.6481987595558166,0.8703469663858414
24,0.00013003221109250503,1.0,0.6567111566662789,0.8701401650905609
