epoch,train_loss,train_accuracy,validation_loss,validation_accuracy
1,9.745148202594446,0.27727447024413515,1.6596315443515777,0.4156020224094391
2,1.671998948467021,0.42221285828522276,1.7754152297973633,0.3973115816712379
3,1.465112366238419,0.48540945381534345,1.4308761715888978,0.5075827211141586
4,1.288133665006988,0.5470107130858363,1.2750374495983123,0.5424115359783173
5,1.1527618960458406,0.5963959243832803,1.1494389772415161,0.5858628213405609
6,1.0563515254429408,0.6330469129036884,1.0779232323169707,0.6314165890216827
7,0.9573581887751209,0.6667406917834768,0.9447015553712845,0.66611328125
8,0.8792212927828029,0.6938557229479965,0.9990691751241684,0.6640739887952805
9,0.8375627580954104,0.7113218617682554,0.9575649857521057,0.6808306515216828
10,0.7749448236154051,0.7320033482142857,0.8481494784355164,0.705784696340561
11,0.6968775276018648,0.7575249410405451,0.8611194878816605,0.7112764239311218
12,0.6524708496064556,0.7733976403061225,0.8650825381278991,0.7104894310235977
13,0.6127413575138364,0.7857617377018442,0.7801337718963623,0.7405675560235977
14,0.5432274819028621,0.8101093677841887,0.7260680586099625,0.756565946340561
15,0.5033490232058934,0.8253433631390942,0.792753028869629,0.7419232547283172
16,0.47461068903913306,0.8330590609385042,0.7384225845336914,0.7603170961141587
17,0.43716181236870433,0.8486328125,0.7564280211925507,0.7661190271377564
18,0.3742764616499142,0.8697774312934097,0.7555352538824082,0.7610409021377563
19,0.3228313620297276,0.8879135920076954,0.7498753309249878,0.7654296875
20,0.2700406562308876,0.906328770579124,0.7537060052156448,0.7709214150905609
21,0.24222203997933134,0.9165062788797884,0.7013773500919342,0.7896197140216827
22,0.20405045166915778,0.9304324966304156,0.7364287376403809,0.7856387883424759
23,0.17017909618360655,0.9414641419235541,0.8602261483669281,0.774684053659439
24,0.16138190327554333,0.9445200513820259,0.7597262501716614,0.7890969663858414
