epoch,train_loss,train_accuracy,validation_loss,validation_accuracy
1,2.0084624095838897,0.32627057542606275,1.4378647029399871,0.4784064799547195
2,1.219240930615639,0.5650130589397586,1.0598646193742751,0.629176241159439
3,0.8566692799937968,0.6977221132541189,0.7845059424638748,0.7275850176811218
4,0.6461974026597276,0.7746949785826157,0.6559604465961456,0.7779009640216827
5,0.5170133122984244,0.819968947342464,0.6006302297115326,0.794215303659439
6,0.40959925949573517,0.8587040286891314,0.5768957808613777,0.8020680159330368
7,0.3079737056883014,0.8948624651042782,0.5205544739961624,0.8257525265216827
8,0.23838087125700347,0.9188039059541664,0.5230175659060479,0.8311810672283173
9,0.15122448333672114,0.951955782515662,0.5415825694799423,0.8316693484783173
10,0.09214513114064324,0.9739564353105973,0.5026466995477676,0.84482421875
11,0.0484800804976602,0.9900635480880737,0.5223651185631752,0.8487649351358414
12,0.023440646283252507,0.9972791014885416,0.514474917948246,0.8520737588405609
13,0.008406337136782857,0.9997807716836735,0.4958433285355568,0.8636488974094391
14,0.0030204189290311567,0.9999800701530612,0.5049371123313904,0.8639188885688782
15,0.0019143194171638057,1.0,0.506708936393261,0.8670668661594391
16,0.0014839703894258306,1.0,0.5131848827004433,0.8675264239311218
17,0.0012326606463792982,1.0,0.5184505358338356,0.8679802387952804
18,0.0010670327530385051,1.0,0.5195474937558174,0.8667221963405609
19,0.000944710096073508,1.0,0.5235184043645859,0.8669404864311219
20,0.0008336351251904378,1.0,0.5235837817192077,0.8681295961141586
21,0.0007560731497431668,1.0,0.5289262726902961,0.8676930159330368
22,0.0006838811196776449,1.0,0.5287343353033066,0.8685948997735977
23,0.0006131340549992663,1.0,0.5329613089561462,0.8690544575452804
24,0.0005659719813871672,1.0,0.5333343431353569,0.868434053659439
